"SYMBOL";"NAME";"LASTSCALE";"MARKETCAP";"ADR TSO";"IPOyear";"Sector"
"GETI4";"AES TIETE";"16.79";"2617512,61200";"n/a";"n/a";"Finance"
"GETI4F";"AES TIETE";"16.87";"11312,30912";"n/a";"n/a";"Finance"
"GFSA3";"GAFISA";"1.95";"5458063,51200";"n/a";"n/a";"Finance"
"GFSA3F";"GAFISA";"1.97";"798,02736";"n/a";"n/a";"Finance"
"GFSA3T";"GAFISA";"1.99";"20131,20169";"n/a";"n/a";"Finance"
"GGBR3";"GERDAU";"8.11";"1810840,61800";"n/a";"n/a";"Finance"
"GGBR3F";"GERDAU";"8.13";"3652,01416";"n/a";"n/a";"Finance"
"GGBR4";"GERDAU";"10.39";"40557283,93600";"n/a";"n/a";"Finance"
"GGBR4F";"GERDAU";"10.37";"18200,03548";"n/a";"n/a";"Finance"
"GGBR4T";"GERDAU";"10.70";"3219,34902";"n/a";"n/a";"Finance"
"GGBRC10";"GERDAU";"0.65";"21626,00000";"n/a";"n/a";"Finance"
"GGBRC11";"GERDAU";"0.07";"6118,45600";"n/a";"n/a";"Finance"
"GGBRC12";"GERDAU";"0.01";"45,00000";"n/a";"n/a";"Finance"
"GGBRC40";"GERDAU";"0.23";"5986,01200";"n/a";"n/a";"Finance"
"GGBRC41";"GERDAU";"0.02";"1999,80000";"n/a";"n/a";"Finance"
"GGBRC92";"GERDAU";"1.34";"134,00000";"n/a";"n/a";"Finance"
"GGBRC94";"GERDAU";"1.21";"6050,00000";"n/a";"n/a";"Finance"
"GGBRC96";"GERDAU";"0.90";"1080,00000";"n/a";"n/a";"Finance"
"GGBRC98";"GERDAU";"0.82";"17899,98000";"n/a";"n/a";"Finance"
"GGBRD1";"GERDAU";"0.70";"280,00000";"n/a";"n/a";"Finance"
"GGBRD10";"GERDAU";"0.85";"9165,98800";"n/a";"n/a";"Finance"
"GGBRD11";"GERDAU";"0.34";"1468,00000";"n/a";"n/a";"Finance"
"GGBRD40";"GERDAU";"0.58";"4767,95400";"n/a";"n/a";"Finance"
"GGBRD41";"GERDAU";"0.22";"1760,00000";"n/a";"n/a";"Finance"
"GGBRD42";"GERDAU";"0.07";"660,00000";"n/a";"n/a";"Finance"
"GGBRO10";"GERDAU";"0.06";"8749,80600";"n/a";"n/a";"Finance"
"GGBRO11";"GERDAU";"0.60";"19179,23100";"n/a";"n/a";"Finance"
"GGBRO2";"GERDAU";"0.41";"1640,00000";"n/a";"n/a";"Finance"
"GGBRO40";"GERDAU";"0.21";"9874,98000";"n/a";"n/a";"Finance"
"GGBRO41";"GERDAU";"1.05";"4200,00000";"n/a";"n/a";"Finance"
"GGBRO60";"GERDAU";"0.12";"4776,00000";"n/a";"n/a";"Finance"
"GGBRO98";"GERDAU";"0.05";"200,00000";"n/a";"n/a";"Finance"
"GGBRP10";"GERDAU";"0.26";"2120,00000";"n/a";"n/a";"Finance"
"GGBRP11";"GERDAU";"0.72";"15040,00000";"n/a";"n/a";"Finance"
"GGBRP40";"GERDAU";"0.47";"7631,03000";"n/a";"n/a";"Finance"
"GGBRP9";"GERDAU";"0.08";"480,00000";"n/a";"n/a";"Finance"
"GGBRP92";"GERDAU";"0.10";"500,00000";"n/a";"n/a";"Finance"
"GGBRP98";"GERDAU";"0.22";"1760,00000";"n/a";"n/a";"Finance"
"GOAU3";"GERDAU MET";"8.65";"18175,99900";"n/a";"n/a";"Finance"
"GOAU4";"GERDAU MET";"11.56";"7002025,23400";"n/a";"n/a";"Finance"
"GOAU4F";"GERDAU MET";"11.58";"9328,27831";"n/a";"n/a";"Finance"
"GOLL4";"GOL";"9.26";"4578307,33300";"n/a";"n/a";"Finance"
"GOLL4F";"GOL";"9.21";"4866,22365";"n/a";"n/a";"Finance"
"GOLL4T";"GOL";"9.33";"46823,02872";"n/a";"n/a";"Finance"
"GOOG34";"GOOGLE";"70.95";"673935,00000";"n/a";"n/a";"Finance"
"GPCP3";"GPC PART";"0.39";"14531,52000";"n/a";"n/a";"Finance"
"GPCP3F";"GPC PART";"0.16";"14,40000";"n/a";"n/a";"Finance"
"GPIV33";"GP INVEST";"5.36";"25190,02200";"n/a";"n/a";"Finance"
"GRND3";"GRENDENE";"16.40";"1492338,71200";"n/a";"n/a";"Finance"
"GRND3F";"GRENDENE";"16.47";"3701,71028";"n/a";"n/a";"Finance"
"GSHP3";"General Shop";"7.03";"179804,25000";"n/a";"n/a";"Finance"
"GSHP3F";"General Shop";"6.80";"408,00000";"n/a";"n/a";"Finance"
"GTDP3B";"GTD PART";"0.30";"30,00000";"n/a";"n/a";"Finance"
"GUAR3";"GUARARAPES";"77.02";"1576763,29800";"n/a";"n/a";"Finance"
"GUAR3F";"GUARARAPES";"77.14";"77,14000";"n/a";"n/a";"Finance"
"GUAR4";"GUARARAPES";"70.00";"197190,99700";"n/a";"n/a";"Finance"
"GWIR11";"FII GWI RI";"287.95";"287,95000";"n/a";"n/a";"Finance"
"HAGA3";"FER HAGA";"0.80";"3850,00000";"n/a";"n/a";"Finance"
"HBOR3";"HELBOR EMPREEND";"3.99";"425189,73000";"n/a";"n/a";"Finance"
"HBOR3F";"HELBOR EMPREEND";"3.87";"235,17003";"n/a";"n/a";"Finance"
"HCRI11B";"FII CRIANCA";"211.69";"211,69000";"n/a";"n/a";"Finance"
"HGBS11";"HGBS";"1580.00";"2005286,18047";"n/a";"n/a";"Finance"
"HGLG11";"FII CSHG LOG";"1020.00";"350856,46960";"n/a";"n/a";"Finance"
"HGRE11";"HGRE";"1274.99";"223025,94986";"n/a";"n/a";"Finance"
"HGTX3";"CIA HERING";"16.46";"8816798,19400";"n/a";"n/a";"Finance"
"HGTX3F";"CIA HERING";"16.41";"10806,11560";"n/a";"n/a";"Finance"
"HOME34";"HOME DEPOT";"176.65";"563870,00400";"n/a";"n/a";"Finance"
"HOOT4";"HOTEIS OTHON";"0.37";"1110,00000";"n/a";"n/a";"Finance"
"HRTP3";"HRT Participações em Petróleo S.A.";"4.90";"220699,30500";"n/a";"n/a";"Finance"
"HRTP3F";"HRT Participações em Petróleo S.A.";"4.93";"486,40030";"n/a";"n/a";"Finance"
"HRTP3T";"HRT Participações em Petróleo S.A.";"4.97";"5009,98752";"n/a";"n/a";"Finance"
"HTMX11B";"HTMX";"129.50";"1165,50000";"n/a";"n/a";"Finance"
"HYPE3";"HYPE";"19.18";"64863783,91700";"n/a";"n/a";"Finance"
"HYPE3F";"HYPE";"19.15";"9832,01055";"n/a";"n/a";"Finance"
"IBOVD54";"IBOV";"253.00";"5060,00000";"n/a";"n/a";"Finance"
"IBOVD99";"IBOV";"1729.00";"17290,00000";"n/a";"n/a";"Finance"
"IBOVF50";"IBOV";"3260.00";"196350,00000";"n/a";"n/a";"Finance"
"IBOVF51";"IBOV";"2674.00";"161070,00000";"n/a";"n/a";"Finance"
"IBOVF52";"IBOV";"2160.00";"64800,00000";"n/a";"n/a";"Finance"
"IBOVF56";"IBOV";"660.00";"1675000,00500";"n/a";"n/a";"Finance"
"IBOVF58";"IBOV";"335.00";"2010000,00000";"n/a";"n/a";"Finance"
"IBOVF59";"IBOV";"235.00";"930000,00000";"n/a";"n/a";"Finance"
"IBOVP45";"IBOV";"158.00";"78750,00000";"n/a";"n/a";"Finance"
"IBOVP46";"IBOV";"262.00";"356300,00500";"n/a";"n/a";"Finance"
"IBOVP47";"IBOV";"410.00";"293999,99950";"n/a";"n/a";"Finance"
"IBOVP48";"IBOV";"620.00";"301150,00000";"n/a";"n/a";"Finance"
"IBOVP49";"IBOV";"932.00";"375599,99970";"n/a";"n/a";"Finance"
"IBOVP52";"IBOV";"2302.00";"274080,00000";"n/a";"n/a";"Finance"
"IBOVR47";"IBOV";"879.00";"87600,00030";"n/a";"n/a";"Finance"
"IBOVR48";"IBOV";"1145.00";"356329,99900";"n/a";"n/a";"Finance"
"IBOVR50";"IBOV";"1640.00";"147480,00000";"n/a";"n/a";"Finance"
"IBOVR51";"IBOV";"2013.00";"120180,00000";"n/a";"n/a";"Finance"
"IBOVR52";"IBOV";"2425.00";"72750,00000";"n/a";"n/a";"Finance"
"IBXL";"IBX50";"8588.51";"0,00000";"n/a";"n/a";"Finance"
"ICON";"ICONSUMO";"2660.97";"0,00000";"n/a";"n/a";"Finance"
"IDNT3";"IDEIASNET";"1.30";"50284,08400";"n/a";"n/a";"Finance"
"IDNT3F";"IDEIASNET";"1.15";"96,60000";"n/a";"n/a";"Finance"
"IDVL4";"Banco Indusv";"2.50";"7745,00800";"n/a";"n/a";"Finance"
"IEEX";"IEELETRICA";"0.00";"0,00000";"n/a";"n/a";"Finance"
"IFNC";"IFINANCEIRO";"5120.52";"0,00000";"n/a";"n/a";"Finance"
"IGBR3";"GRADIENTE";"1.92";"8054,99300";"n/a";"n/a";"Finance"
"IGBR3F";"GRADIENTE";"2.08";"183,37000";"n/a";"n/a";"Finance"
"IGCX";"IGC";"7880.36";"0,00000";"n/a";"n/a";"Finance"
"IGTA3";"IGUATEMI";"26.60";"3581347,22600";"n/a";"n/a";"Finance"
"IGTA3F";"IGUATEMI";"26.41";"5143,59092";"n/a";"n/a";"Finance"
"IMCH3";"International Meal Company Holdings S.A.";"6.84";"274268,39400";"n/a";"n/a";"Finance"
"IMOB";"IIMOBILIARIO";"542.51";"0,00000";"n/a";"n/a";"Finance"
"INDX";"ISETORINDUSTRIAL";"12495.35";"0,00000";"n/a";"n/a";"Finance"
"INEP3";"INEPAR";"0.19";"8949,00000";"n/a";"n/a";"Finance"
"INEP3F";"INEPAR";"0.19";"0,19000";"n/a";"n/a";"Finance"
"INEP4";"INEPAR";"0.17";"3721,95500";"n/a";"n/a";"Finance"
"INET3";"INEPAR TEL";"0.04";"1000,00000";"n/a";"n/a";"Finance"
"ISEE";"ISUSTENTABILIDADE";"2421.01";"0,00000";"n/a";"n/a";"Finance"
"ITAG";"ITAGALONG";"11135.22";"0,00000";"n/a";"n/a";"Finance"
"ITSA2";"ITAUSA";"3.04";"669358,79200";"n/a";"n/a";"Finance"
"ITSA2F";"ITAUSA";"3.04";"1787,26514";"n/a";"n/a";"Finance"
"ITSA3";"ITAUSA";"9.71";"280512,68500";"n/a";"n/a";"Finance"
"ITSA3F";"ITAUSA";"9.87";"197,40000";"n/a";"n/a";"Finance"
"ITSA4";"ITAUSA";"9.68";"64590224,90000";"n/a";"n/a";"Finance"
"ITSA4F";"ITAUSA";"9.67";"15682,40598";"n/a";"n/a";"Finance"
"ITSA4T";"ITAUSA";"9.81";"229025,25930";"n/a";"n/a";"Finance"
"ITSAB62";"ITAUSA";"0.55";"110000,00000";"n/a";"n/a";"Finance"
"ITSAC40";"ITAUSA";"0.10";"400,00000";"n/a";"n/a";"Finance"
"ITSAC41";"ITAUSA";"0.04";"248,00000";"n/a";"n/a";"Finance"
"ITSAC96";"ITAUSA";"0.48";"96,00000";"n/a";"n/a";"Finance"
"ITSAD10";"ITAUSA";"0.25";"2960,03700";"n/a";"n/a";"Finance"
"ITSAD50";"ITAUSA";"0.40";"440,00000";"n/a";"n/a";"Finance"
"ITSAN10";"ITAUSA";"0.70";"140000,00000";"n/a";"n/a";"Finance"
"ITUB3";"ITUB";"32.00";"3372649,04000";"n/a";"n/a";"Finance"
"ITUB3F";"ITUB";"31.95";"34920,82840";"n/a";"n/a";"Finance"
"ITUB4";"ITUB";"35.10";"301864997,24700";"n/a";"n/a";"Finance"
"ITUB4F";"ITUB";"35.11";"227990,30845";"n/a";"n/a";"Finance"
"ITUB4T";"ITUB";"35.22";"197026,84390";"n/a";"n/a";"Finance"
"ITUBA43";"ITUB";"2.30";"1380,00000";"n/a";"n/a";"Finance"
"ITUBB75";"ITUB";"2.00";"320000,00000";"n/a";"n/a";"Finance"
"ITUBC2";"ITUB";"0.09";"853,98000";"n/a";"n/a";"Finance"
"ITUBC31";"ITUB";"4.45";"221080,46400";"n/a";"n/a";"Finance"
"ITUBC34";"ITUB";"0.35";"35,00000";"n/a";"n/a";"Finance"
"ITUBC35";"ITUB";"0.95";"53802,92000";"n/a";"n/a";"Finance"
"ITUBC36";"ITUB";"0.36";"190045,22500";"n/a";"n/a";"Finance"
"ITUBC37";"ITUB";"0.22";"37543,92400";"n/a";"n/a";"Finance"
"ITUBC38";"ITUB";"0.11";"8471,35400";"n/a";"n/a";"Finance"
"ITUBC39";"ITUB";"0.04";"112,00000";"n/a";"n/a";"Finance"
"ITUBC4";"ITUB";"0.04";"9616,32800";"n/a";"n/a";"Finance"
"ITUBC5";"ITUB";"1.20";"24000,00000";"n/a";"n/a";"Finance"
"ITUBC52";"ITUB";"1.82";"109891,97700";"n/a";"n/a";"Finance"
"ITUBC6";"ITUB";"0.36";"3118,94700";"n/a";"n/a";"Finance"
"ITUBC66";"ITUB";"3.15";"64383,09200";"n/a";"n/a";"Finance"
"ITUBC7";"ITUB";"0.26";"1190,00000";"n/a";"n/a";"Finance"
"ITUBC71";"ITUB";"0.15";"12383,17200";"n/a";"n/a";"Finance"
"ITUBC78";"ITUB";"2.40";"12000,00000";"n/a";"n/a";"Finance"
"ITUBC79";"ITUB";"1.23";"123,00000";"n/a";"n/a";"Finance"
"ITUBC94";"ITUB";"1.10";"54120,00000";"n/a";"n/a";"Finance"
"ITUBC99";"ITUB";"0.01";"390,01600";"n/a";"n/a";"Finance"
"ITUBD1";"ITUB";"0.23";"15246,55500";"n/a";"n/a";"Finance"
"ITUBD10";"ITUB";"4.17";"207682,10400";"n/a";"n/a";"Finance"
"ITUBD12";"ITUB";"0.60";"2145,00000";"n/a";"n/a";"Finance"
"ITUBD13";"ITUB";"0.40";"27703,63920";"n/a";"n/a";"Finance"
"ITUBD14";"ITUB";"0.56";"1624,00000";"n/a";"n/a";"Finance"
"ITUBD2";"ITUB";"0.13";"5808,79000";"n/a";"n/a";"Finance"
"ITUBD3";"ITUB";"0.06";"1905,89100";"n/a";"n/a";"Finance"
"ITUBD36";"ITUB";"5.03";"1006,00000";"n/a";"n/a";"Finance"
"ITUBD38";"ITUB";"4.05";"24192,00000";"n/a";"n/a";"Finance"
"ITUBD39";"ITUB";"0.16";"3960,00000";"n/a";"n/a";"Finance"
"ITUBD4";"ITUB";"0.04";"1300,09000";"n/a";"n/a";"Finance"
"ITUBD40";"ITUB";"0.28";"7230,05400";"n/a";"n/a";"Finance"
"ITUBD52";"ITUB";"1.25";"301506,00000";"n/a";"n/a";"Finance"
"ITUBD56";"ITUB";"1.87";"11587,00200";"n/a";"n/a";"Finance"
"ITUBD92";"ITUB";"3.50";"34420,97400";"n/a";"n/a";"Finance"
"ITUBD97";"ITUB";"1.12";"1120,00000";"n/a";"n/a";"Finance"
"ITUBD98";"ITUB";"0.82";"77719,58560";"n/a";"n/a";"Finance"
"ITUBE12";"ITUB";"1.05";"3255,00000";"n/a";"n/a";"Finance"
"ITUBE13";"ITUB";"0.75";"2550,00000";"n/a";"n/a";"Finance"
"ITUBE40";"ITUB";"0.51";"18356,04500";"n/a";"n/a";"Finance"
"ITUBE42";"ITUB";"1.23";"3690,00000";"n/a";"n/a";"Finance"
"ITUBE43";"ITUB";"0.89";"2848,00000";"n/a";"n/a";"Finance"
"ITUBE44";"ITUB";"0.63";"2268,00000";"n/a";"n/a";"Finance"
"ITUBE65";"ITUB";"1.82";"50248,92000";"n/a";"n/a";"Finance"
"ITUBE66";"ITUB";"1.97";"197,00000";"n/a";"n/a";"Finance"
"ITUBE85";"ITUB";"2.50";"11569,00000";"n/a";"n/a";"Finance"
"ITUBE90";"ITUB";"1.10";"54120,00000";"n/a";"n/a";"Finance"
"ITUBE94";"ITUB";"0.82";"2706,00000";"n/a";"n/a";"Finance"
"ITUBF38";"ITUB";"1.62";"10670,00000";"n/a";"n/a";"Finance"
"ITUBG5";"ITUB";"2.83";"5660,00000";"n/a";"n/a";"Finance"
"ITUBM6";"ITUB";"2.30";"1380,00000";"n/a";"n/a";"Finance"
"ITUBN36";"ITUB";"2.48";"396800,00000";"n/a";"n/a";"Finance"
"ITUBO35";"ITUB";"0.42";"65643,42200";"n/a";"n/a";"Finance"
"ITUBO36";"ITUB";"0.90";"85777,85700";"n/a";"n/a";"Finance"
"ITUBO37";"ITUB";"1.28";"82103,06200";"n/a";"n/a";"Finance"
"ITUBO38";"ITUB";"1.70";"385088,51400";"n/a";"n/a";"Finance"
"ITUBO4";"ITUB";"2.37";"855393,94000";"n/a";"n/a";"Finance"
"ITUBO5";"ITUB";"0.30";"20942,64000";"n/a";"n/a";"Finance"
"ITUBO52";"ITUB";"0.25";"250,00000";"n/a";"n/a";"Finance"
"ITUBO66";"ITUB";"0.03";"1518,34500";"n/a";"n/a";"Finance"
"ITUBO67";"ITUB";"0.03";"3525,00000";"n/a";"n/a";"Finance"
"ITUBO7";"ITUB";"0.92";"552,00000";"n/a";"n/a";"Finance"
"ITUBO71";"ITUB";"1.29";"2670,30000";"n/a";"n/a";"Finance"
"ITUBO75";"ITUB";"0.44";"53311,00400";"n/a";"n/a";"Finance"
"ITUBO78";"ITUB";"0.11";"13368,80600";"n/a";"n/a";"Finance"
"ITUBO79";"ITUB";"0.17";"4256,99300";"n/a";"n/a";"Finance"
"ITUBO87";"ITUB";"0.12";"2280,03000";"n/a";"n/a";"Finance"
"ITUBP12";"ITUB";"2.23";"596873,40800";"n/a";"n/a";"Finance"
"ITUBP13";"ITUB";"2.66";"1759889,52300";"n/a";"n/a";"Finance"
"ITUBP14";"ITUB";"2.71";"27873,01600";"n/a";"n/a";"Finance"
"ITUBP40";"ITUB";"3.12";"18753,00000";"n/a";"n/a";"Finance"
"ITUBP52";"ITUB";"1.25";"81886,95600";"n/a";"n/a";"Finance"
"ITUBP55";"ITUB";"0.22";"430,00000";"n/a";"n/a";"Finance"
"ITUBP56";"ITUB";"0.89";"88377,46000";"n/a";"n/a";"Finance"
"ITUBP57";"ITUB";"1.03";"21498,01600";"n/a";"n/a";"Finance"
"ITUBP77";"ITUB";"0.61";"14476,08800";"n/a";"n/a";"Finance"
"ITUBP78";"ITUB";"0.61";"10879,96000";"n/a";"n/a";"Finance"
"ITUBP79";"ITUB";"0.66";"69724,25000";"n/a";"n/a";"Finance"
"ITUBP90";"ITUB";"0.31";"43390,92700";"n/a";"n/a";"Finance"
"ITUBP95";"ITUB";"0.73";"245996,41600";"n/a";"n/a";"Finance"
"ITUBP97";"ITUB";"1.43";"27375,98600";"n/a";"n/a";"Finance"
"ITUBP98";"ITUB";"1.72";"609143,16400";"n/a";"n/a";"Finance"
"ITUBP99";"ITUB";"1.93";"18624,00000";"n/a";"n/a";"Finance"
"IVBX";"IB-VALOR";"7336.64";"0,00000";"n/a";"n/a";"Finance"
"IVVB11";"ISHARE SP500";"64.55";"671396,25760";"n/a";"n/a";"Finance"
"JBDU3";"J B DUARTE";"4.95";"990,00000";"n/a";"n/a";"Finance"
"JBDU4";"J B DUARTE";"3.74";"12486,00300";"n/a";"n/a";"Finance"
"JBDU4F";"J B DUARTE";"3.87";"387,78001";"n/a";"n/a";"Finance"
"JBSS3";"JBSS";"13.06";"43783086,94400";"n/a";"n/a";"Finance"
"JBSS3F";"JBSS";"13.08";"19551,60708";"n/a";"n/a";"Finance"
"JHSF3";"JHSF PART";"2.04";"557190,27600";"n/a";"n/a";"Finance"
"JHSF3F";"JHSF PART";"2.02";"191,90000";"n/a";"n/a";"Finance"
"JPMC34";"JPMORGAN";"96.00";"706140,00000";"n/a";"n/a";"Finance"
"JRDM11B";"FII SHOPJSUL";"68.89";"4948,37998";"n/a";"n/a";"Finance"
"JSLG3";"JULIO SIMOES";"10.68";"496151,82200";"n/a";"n/a";"Finance"
"JSLG3F";"JULIO SIMOES";"10.01";"1150,56000";"n/a";"n/a";"Finance"
"JSRE11";"FII JS REAL";"86.96";"185170,97480";"n/a";"n/a";"Finance"
"KEPL3";"KEPLER WEBER";"27.00";"650991,84000";"n/a";"n/a";"Finance"
"KEPL3F";"KEPLER WEBER";"27.15";"3843,36001";"n/a";"n/a";"Finance"
"KLBN11";"KLABIN S/A";"17.41";"25428817,90600";"n/a";"n/a";"Finance"
"KLBN11F";"KLABIN S/A";"17.38";"18071,12368";"n/a";"n/a";"Finance"
"KLBN4";"KLABIN S/A";"3.44";"95029,66400";"n/a";"n/a";"Finance"
"KLBN4F";"KLABIN S/A";"3.42";"300,56004";"n/a";"n/a";"Finance"
"KLBNL20";"KLABIN S/A";"0.80";"4000,00000";"n/a";"n/a";"Finance"
"KLBNX1";"KLABIN S/A";"0.80";"4000,00000";"n/a";"n/a";"Finance"
"KNCR11";"FII KINEA RI";"106.00";"295081,85600";"n/a";"n/a";"Finance"
"KNRE11";"FII KII REAL";"1.00";"47103,00000";"n/a";"n/a";"Finance"
"KNRI11";"KNRI";"110.00";"670136,98755";"n/a";"n/a";"Finance"
"KROT3";"Kroton";"10.04";"65656461,32000";"n/a";"n/a";"Finance"
"KROT3F";"Kroton";"10.08";"14436,95450";"n/a";"n/a";"Finance"
"KROTD10";"Kroton";"0.85";"85,00000";"n/a";"n/a";"Finance"
"KROTL1";"Kroton";"1.27";"3222804,88800";"n/a";"n/a";"Finance"
"KROTX8";"Kroton";"0.70";"410078,00000";"n/a";"n/a";"Finance"
"KROTX95";"Kroton";"1.77";"1416000,00000";"n/a";"n/a";"Finance"
"LAME3";"LOJAS AMERIC";"12.44";"820057,29600";"n/a";"n/a";"Finance"
"LAME3F";"LOJAS AMERIC";"12.30";"2760,89977";"n/a";"n/a";"Finance"
"LAME4";"LOJAS AMERIC";"16.26";"13370101,64800";"n/a";"n/a";"Finance"
"LAME4F";"LOJAS AMERIC";"16.29";"23956,44440";"n/a";"n/a";"Finance"
"LCAM3";"LOCAMERICA";"3.30";"1321,00000";"n/a";"n/a";"Finance"
"LCAM3F";"LOCAMERICA";"3.22";"77,28000";"n/a";"n/a";"Finance"
"LEVE3";"METAL LEVE";"19.98";"1198259,94600";"n/a";"n/a";"Finance"
"LEVE3F";"METAL LEVE";"20.08";"4968,42080";"n/a";"n/a";"Finance"
"LFFE3F";"LA FONTE TEL";"0.82";"246,00000";"n/a";"n/a";"Finance"
"LIGT3";"LIGHT S/A";"13.08";"4076314,71700";"n/a";"n/a";"Finance"
"LIGT3F";"LIGHT S/A";"13.09";"4270,85854";"n/a";"n/a";"Finance"
"LIGT3T";"LIGHT S/A";"13.35";"6761,28930";"n/a";"n/a";"Finance"
"LINX3";"LINX";"47.01";"437467,16000";"n/a";"n/a";"Finance"
"LINX3F";"LINX";"47.07";"235,35000";"n/a";"n/a";"Finance"
"LIXC4";"LIX DA CUNHA";"3.71";"25970,00000";"n/a";"n/a";"Finance"
"LLIS3";"LLIS";"7.00";"35784,00000";"n/a";"n/a";"Finance"
"LLIS3F";"LLIS";"7.00";"288,11001";"n/a";"n/a";"Finance"
"LOGN3";"LOGÍSTICA IN";"3.06";"189559,11000";"n/a";"n/a";"Finance"
"LOGN3F";"LOGÍSTICA IN";"3.06";"604,96020";"n/a";"n/a";"Finance"
"LPSB3";"LPSB";"6.50";"197848,04300";"n/a";"n/a";"Finance"
"LPSB3F";"LPSB";"6.52";"6,52000";"n/a";"n/a";"Finance"
"LREN3";"LOJAS RENNER";"82.90";"18772038,96000";"n/a";"n/a";"Finance"
"LREN3F";"LOJAS RENNER";"82.86";"87705,13020";"n/a";"n/a";"Finance"
"LUPA3";"LUPA";"0.05";"27059,35500";"n/a";"n/a";"Finance"
"LUPA3F";"LUPA";"0.05";"0,25000";"n/a";"n/a";"Finance"
"MAGG3";"MAGNESITA";"1.82";"309850,70000";"n/a";"n/a";"Finance"
"MAGG3F";"MAGNESITA";"1.84";"146,90000";"n/a";"n/a";"Finance"
"MAGG3T";"MAGNESITA";"1.89";"169644,30947";"n/a";"n/a";"Finance"
"MATB11";"IT NOW IMAT";"13.73";"266,50000";"n/a";"n/a";"Finance"
"MAXR11B";"FII MAX RET";"1109.50";"38837,50000";"n/a";"n/a";"Finance"
"MDIA3";"M.DIASBRANCO";"84.11";"1309249,30800";"n/a";"n/a";"Finance"
"MDIA3F";"M.DIASBRANCO";"84.54";"20851,18952";"n/a";"n/a";"Finance"
