"SYMBOL";"NAME";"LASTSCALE";"MARKETCAP";"ADR TSO";"IPOyear";"Sector"
"RPMG3";"PET MANGUINH";"0.25";"27705,07100";"n/a";"n/a";"Finance"
"RPMG3F";"PET MANGUINH";"0.23";"11,27000";"n/a";"n/a";"Finance"
"RSID3";"ROSSI RESID";"2.80";"870600,88000";"n/a";"n/a";"Finance"
"RSID3F";"ROSSI RESID";"2.74";"1047,29253";"n/a";"n/a";"Finance"
"SAAG11";"FII SANT AGE";"84.50";"162256,25704";"n/a";"n/a";"Finance"
"SANB11";"Santander";"13.98";"8685164,72800";"n/a";"n/a";"Finance"
"SANB11F";"Santander";"13.93";"20489,82358";"n/a";"n/a";"Finance"
"SANB3";"Santander";"7.65";"9998,99900";"n/a";"n/a";"Finance"
"SANB3F";"Santander";"7.50";"135,00000";"n/a";"n/a";"Finance"
"SANB4";"Santander";"6.25";"1250,00000";"n/a";"n/a";"Finance"
"SANB4F";"Santander";"6.10";"1576,95079";"n/a";"n/a";"Finance"
"SAPR4";"SANEPAR";"5.28";"6843,00000";"n/a";"n/a";"Finance"
"SAPR4F";"SANEPAR";"5.12";"230,40000";"n/a";"n/a";"Finance"
"SBSP3";"SABESP";"16.47";"5716977,72000";"n/a";"n/a";"Finance"
"SBSP3F";"SABESP";"16.45";"10493,41016";"n/a";"n/a";"Finance"
"SCAR3";"SAO CARLOS";"31.50";"34739,00000";"n/a";"n/a";"Finance"
"SDIL11";"FII SDI LOG";"77.89";"102722,21330";"n/a";"n/a";"Finance"
"SEER3";"SER EDUCACIONAL S.A.";"11.69";"2388933,09000";"n/a";"n/a";"Finance"
"SGAS4";"SUPERGASBRAS";"74.20";"29680,00000";"n/a";"n/a";"Finance"
"SGPS3";"SGPS";"0.96";"50415,07300";"n/a";"n/a";"Finance"
"SGPS3F";"SGPS";"0.96";"13,44000";"n/a";"n/a";"Finance"
"SHOW3";"SHOW";"2.23";"47801,87500";"n/a";"n/a";"Finance"
"SHUL4";"SCHULZ";"3.50";"5499,99800";"n/a";"n/a";"Finance"
"SLCE3";"SLC Agrícola";"14.00";"389470,62500";"n/a";"n/a";"Finance"
"SLCE3F";"SLC Agrícola";"14.00";"956,96014";"n/a";"n/a";"Finance"
"SLED4";"SARAIVA LIVR";"4.24";"56750,03200";"n/a";"n/a";"Finance"
"SMAL11";"ISHARES SMAL";"48.32";"240308,47250";"n/a";"n/a";"Finance"
"SMLE3";"SMILE";"48.18";"19434945,27800";"n/a";"n/a";"Finance"
"SMLE3F";"SMILE";"48.25";"25203,23458";"n/a";"n/a";"Finance"
"SMLL";"ISMALLCAP";"995.24";"0,00000";"n/a";"n/a";"Finance"
"SMTO3";"SAO MARTINHO";"36.29";"1913774,82500";"n/a";"n/a";"Finance"
"SMTO3F";"SAO MARTINHO";"36.26";"2732,16030";"n/a";"n/a";"Finance"
"SNSL3";"SENIOR SOL";"10.89";"42490,98800";"n/a";"n/a";"Finance"
"SNSL3F";"SENIOR SOL";"10.99";"54,95000";"n/a";"n/a";"Finance"
"SNSY5";"SANSUY";"0.49";"2219,03500";"n/a";"n/a";"Finance"
"SP500";"S&P 500";"2075.15";"0,00000";"n/a";"n/a";"Finance"
"SP500";"SP500";"2075.15";"0,00000";"n/a";"n/a";"Finance"
"SPTW11";"SP DOWNTOWN";"69.00";"87392,56920";"n/a";"n/a";"Finance"
"SPXI11";"IT NOW SPXI";"64.20";"134989,99020";"n/a";"n/a";"Finance"
"SSBR3";"Sonae";"18.01";"30967,00000";"n/a";"n/a";"Finance"
"SSBR3F";"Sonae";"18.70";"74,80000";"n/a";"n/a";"Finance"
"STBP11F";"Santos BRP";"11.85";"166,10000";"n/a";"n/a";"Finance"
"SULA11";"SULA";"12.86";"3117311,88000";"n/a";"n/a";"Finance"
"SULA11F";"SULA";"12.87";"11886,18320";"n/a";"n/a";"Finance"
"SULT4";"SULTEPA";"0.56";"560,00000";"n/a";"n/a";"Finance"
"SUZB5";"SUZANO PAPEL";"12.94";"24850745,19200";"n/a";"n/a";"Finance"
"SUZB5F";"SUZANO PAPEL";"12.92";"17941,63667";"n/a";"n/a";"Finance"
"SUZB6";"SUZANO PAPEL";"9.07";"2721,00000";"n/a";"n/a";"Finance"
"TAEE11";"TAESA";"20.42";"4080994,75000";"n/a";"n/a";"Finance"
"TAEE11F";"TAESA";"20.44";"17673,83243";"n/a";"n/a";"Finance"
"TBLE3";"TRACTEBEL";"32.75";"12210234,08100";"n/a";"n/a";"Finance"
"TBLE3F";"TRACTEBEL";"32.90";"13328,11123";"n/a";"n/a";"Finance"
"TBOF11";"FII TBOFFICE";"51.49";"212810,45550";"n/a";"n/a";"Finance"
"TCNO3";"TECNOSOLO";"0.15";"36131,08000";"n/a";"n/a";"Finance"
"TCNO3F";"TECNOSOLO";"0.20";"0,20000";"n/a";"n/a";"Finance"
"TCNO4";"TECNOSOLO";"0.08";"5085,87400";"n/a";"n/a";"Finance"
"TCNO4F";"TECNOSOLO";"0.12";"0,12000";"n/a";"n/a";"Finance"
"TCSA3";"TECNISA";"3.90";"1289643,12000";"n/a";"n/a";"Finance"
"TCSA3F";"TECNISA";"3.91";"82,51000";"n/a";"n/a";"Finance"
"TECN3";"TECHNOS";"7.10";"10787322,10800";"n/a";"n/a";"Finance"
"TECN3F";"TECHNOS";"7.24";"397,00000";"n/a";"n/a";"Finance"
"TEKA4";"TEKA";"0.24";"10986,21000";"n/a";"n/a";"Finance"
"TEKA4F";"TEKA";"0.50";"0,50000";"n/a";"n/a";"Finance"
"TELB3F";"TELEBRAS";"1.22";"1,22000";"n/a";"n/a";"Finance"
"TELB4";"TELEBRAS";"1.25";"2500,00000";"n/a";"n/a";"Finance"
"TELB4F";"TELEBRAS";"1.12";"1,12000";"n/a";"n/a";"Finance"
"TEMP3";"TEMP";"3.11";"49394,99800";"n/a";"n/a";"Finance"
"TERI3";"TEREOS";"0.99";"54255,99600";"n/a";"n/a";"Finance"
"TF473";"ATIVO TESTE";"10.00";"124192,71690";"n/a";"n/a";"Finance"
"TF483";"ATIVO TESTE";"10.00";"121402,76048";"n/a";"n/a";"Finance"
"TF493";"ATIVO TESTE";"10.00";"122157,47177";"n/a";"n/a";"Finance"
"TF503";"ATIVO TESTE";"10.00";"127250,32987";"n/a";"n/a";"Finance"
"TF513";"ATIVO TESTE";"10.00";"85036,51288";"n/a";"n/a";"Finance"
"TF523";"ATIVO TESTE";"10.00";"95190,44800";"n/a";"n/a";"Finance"
"TF533";"ATIVO TESTE";"10.00";"109617,02680";"n/a";"n/a";"Finance"
"TF543";"ATIVO TESTE";"10.00";"85795,48022";"n/a";"n/a";"Finance"
"TF553";"ATIVO TESTE";"10.00";"92949,88348";"n/a";"n/a";"Finance"
"TF563";"ATIVO TESTE";"10.00";"97409,64936";"n/a";"n/a";"Finance"
"TF573";"ATIVO TESTE";"10.00";"79308,08950";"n/a";"n/a";"Finance"
"TF583";"ATIVO TESTE";"10.00";"76944,88780";"n/a";"n/a";"Finance"
"TF593";"ATIVO TESTE";"10.00";"71331,59113";"n/a";"n/a";"Finance"
"TF603";"ATIVO TESTE";"10.00";"77473,17214";"n/a";"n/a";"Finance"
"TF623";"ATIVO TESTE";"10.00";"79614,35800";"n/a";"n/a";"Finance"
"TGMA3";"Tegma Gestão";"14.00";"542428,12000";"n/a";"n/a";"Finance"
"TGMA3F";"Tegma Gestão";"13.80";"770,50000";"n/a";"n/a";"Finance"
"THRA11B";"FII BM THERA";"50.36";"310845,66068";"n/a";"n/a";"Finance"
"TIBR5F";"MILLENNIUM";"6.01";"300,50000";"n/a";"n/a";"Finance"
"TIMP3";"TIM PART S/A";"11.75";"11934205,11900";"n/a";"n/a";"Finance"
"TIMP3F";"TIM PART S/A";"11.80";"7738,48712";"n/a";"n/a";"Finance"
"TOTS3";"TOTVS";"33.81";"14971033,34700";"n/a";"n/a";"Finance"
"TOTS3F";"TOTVS";"33.83";"25989,40268";"n/a";"n/a";"Finance"
"TPIS3";"Triunfo Part";"3.91";"213917,84200";"n/a";"n/a";"Finance"
"TPIS3F";"Triunfo Part";"3.95";"163,85995";"n/a";"n/a";"Finance"
"TRNT11B";"FII TORRE NO";"170.00";"3910,00000";"n/a";"n/a";"Finance"
"TRPL4";"TRAN PAULIST";"40.95";"7640702,95200";"n/a";"n/a";"Finance"
"TRPL4F";"TRAN PAULIST";"41.04";"8022,22352";"n/a";"n/a";"Finance"
"TRPN3";"TARPON INV";"10.40";"3160,00000";"n/a";"n/a";"Finance"
"TRXL11";"FII TRX LOG";"93.01";"36616,65170";"n/a";"n/a";"Finance"
"TUPY3";"TUPY";"14.91";"552867,07000";"n/a";"n/a";"Finance"
"TWXB34";"TIME WARNER";"256.00";"563200,00000";"n/a";"n/a";"Finance"
"TXRX3";"TEX RENAUX";"0.32";"320,00000";"n/a";"n/a";"Finance"
"TXRX4";"TEX RENAUX";"0.28";"280,00000";"n/a";"n/a";"Finance"
"TXRX4F";"TEX RENAUX";"0.23";"0,23000";"n/a";"n/a";"Finance"
"UCAS3";"UNICASA INDUSTRIA DE MÓVEIS S.A.";"1.78";"13456,15000";"n/a";"n/a";"Finance"
"UGPA3";"ULTRAPAR";"58.06";"80512899,63000";"n/a";"n/a";"Finance"
"UGPA3F";"ULTRAPAR";"58.12";"57758,90628";"n/a";"n/a";"Finance"
"UNIP5";"UNIPAR";"5.09";"5518,00000";"n/a";"n/a";"Finance"
"UNIP6";"UNIPAR";"3.85";"72725,08900";"n/a";"n/a";"Finance"
"UNIP6F";"UNIPAR";"4.00";"473,78074";"n/a";"n/a";"Finance"
"USIM3";"USIMINAS";"9.89";"4402447,09500";"n/a";"n/a";"Finance"
"USIM3F";"USIMINAS";"9.91";"2876,61220";"n/a";"n/a";"Finance"
"USIM5";"USIMINAS";"4.35";"28194376,05000";"n/a";"n/a";"Finance"
"USIM5F";"USIMINAS";"4.34";"6113,38016";"n/a";"n/a";"Finance"
"USIMC14";"USIMINAS";"1.10";"2500,00000";"n/a";"n/a";"Finance"
"USIMC35";"USIMINAS";"0.82";"1230,00000";"n/a";"n/a";"Finance"
"USIMC40";"USIMINAS";"0.35";"13906,75000";"n/a";"n/a";"Finance"
"USIMC41";"USIMINAS";"0.26";"10025,08800";"n/a";"n/a";"Finance"
"USIMC42";"USIMINAS";"0.18";"1566,00000";"n/a";"n/a";"Finance"
"USIMC43";"USIMINAS";"0.17";"16500,50000";"n/a";"n/a";"Finance"
"USIMC44";"USIMINAS";"0.13";"6899,46500";"n/a";"n/a";"Finance"
"USIMC45";"USIMINAS";"0.09";"15133,95000";"n/a";"n/a";"Finance"
"USIMC46";"USIMINAS";"0.07";"748,00000";"n/a";"n/a";"Finance"
"USIMC5";"USIMINAS";"0.01";"4631,02500";"n/a";"n/a";"Finance"
"USIMD36";"USIMINAS";"0.73";"365,00000";"n/a";"n/a";"Finance"
"USIMD38";"USIMINAS";"0.63";"79151,76000";"n/a";"n/a";"Finance"
"USIMD40";"USIMINAS";"0.50";"17296,32100";"n/a";"n/a";"Finance"
"USIMD43";"USIMINAS";"0.29";"754,00000";"n/a";"n/a";"Finance"
"USIMD45";"USIMINAS";"0.24";"8634,77100";"n/a";"n/a";"Finance"
"USIMD47";"USIMINAS";"0.15";"450,00000";"n/a";"n/a";"Finance"
"USIMD48";"USIMINAS";"0.13";"1326,00000";"n/a";"n/a";"Finance"
"USIMD5";"USIMINAS";"0.08";"679,99600";"n/a";"n/a";"Finance"
"USIMD50";"USIMINAS";"0.63";"1260,00000";"n/a";"n/a";"Finance"
"USIMD52";"USIMINAS";"0.08";"238,00000";"n/a";"n/a";"Finance"
"USIMO40";"USIMINAS";"0.06";"1752,13800";"n/a";"n/a";"Finance"
"USIMO42";"USIMINAS";"0.10";"520,00000";"n/a";"n/a";"Finance"
"USIMO43";"USIMINAS";"0.14";"210,00000";"n/a";"n/a";"Finance"
"USIMO44";"USIMINAS";"0.21";"1712,97200";"n/a";"n/a";"Finance"
"USIMO45";"USIMINAS";"0.26";"3099,03100";"n/a";"n/a";"Finance"
"USIMP38";"USIMINAS";"0.13";"13,00000";"n/a";"n/a";"Finance"
"USIMP41";"USIMINAS";"0.25";"480,00000";"n/a";"n/a";"Finance"
"USIMP42";"USIMINAS";"0.29";"4287,00200";"n/a";"n/a";"Finance"
"USIMP43";"USIMINAS";"0.34";"16281,77500";"n/a";"n/a";"Finance"
"USIMP44";"USIMINAS";"0.39";"11390,04000";"n/a";"n/a";"Finance"
"USIMP45";"USIMINAS";"0.40";"17159,92000";"n/a";"n/a";"Finance"
"UTIP11";"ISHARES UTIP";"21.11";"2111,00000";"n/a";"n/a";"Finance"
"VAGR3";"V-AGRO";"0.84";"37109,78000";"n/a";"n/a";"Finance"
"VAGR3F";"V-AGRO";"0.83";"2,49000";"n/a";"n/a";"Finance"
"VALE3";"VALE R DOCE";"19.24";"52185926,32000";"n/a";"n/a";"Finance"
"VALE3F";"VALE R DOCE";"19.21";"14977,30711";"n/a";"n/a";"Finance"
"VALE5";"VALE R DOCE";"16.70";"137150165,48000";"n/a";"n/a";"Finance"
"VALE5F";"VALE R DOCE";"16.71";"111511,11553";"n/a";"n/a";"Finance"
"VALE5T";"VALE R DOCE";"16.79";"1939689,96700";"n/a";"n/a";"Finance"
"VALEA21";"VALE R DOCE";"1.27";"2666,00000";"n/a";"n/a";"Finance"
"VALEA22";"VALE R DOCE";"1.00";"1120,00000";"n/a";"n/a";"Finance"
"VALEA23";"VALE R DOCE";"0.85";"935,00000";"n/a";"n/a";"Finance"
"VALEC13";"VALE R DOCE";"3.32";"14611,95800";"n/a";"n/a";"Finance"
"VALEC14";"VALE R DOCE";"2.36";"8436,00500";"n/a";"n/a";"Finance"
"VALEC15";"VALE R DOCE";"1.48";"134054,96000";"n/a";"n/a";"Finance"
"VALEC16";"VALE R DOCE";"0.67";"3929046,02000";"n/a";"n/a";"Finance"
"VALEC17";"VALE R DOCE";"0.18";"2685968,36700";"n/a";"n/a";"Finance"
"VALEC18";"VALE R DOCE";"0.04";"449260,96000";"n/a";"n/a";"Finance"
"VALEC19";"VALE R DOCE";"0.01";"19224,51600";"n/a";"n/a";"Finance"
"VALEC20";"VALE R DOCE";"0.01";"2328,00000";"n/a";"n/a";"Finance"
"VALEC21";"VALE R DOCE";"0.01";"10,00000";"n/a";"n/a";"Finance"
"VALEC24";"VALE R DOCE";"0.37";"316928,98400";"n/a";"n/a";"Finance"
"VALEC42";"VALE R DOCE";"3.89";"1556,00000";"n/a";"n/a";"Finance"
"VALEC43";"VALE R DOCE";"2.85";"3789,99600";"n/a";"n/a";"Finance"
"VALEC44";"VALE R DOCE";"1.90";"45554,93200";"n/a";"n/a";"Finance"
"VALEC45";"VALE R DOCE";"1.03";"3190,00800";"n/a";"n/a";"Finance"
"VALEC47";"VALE R DOCE";"0.09";"206657,88400";"n/a";"n/a";"Finance"
"VALEC49";"VALE R DOCE";"0.01";"1935,00000";"n/a";"n/a";"Finance"
"VALEC52";"VALE R DOCE";"0.01";"480,00000";"n/a";"n/a";"Finance"
"VALEC68";"VALE R DOCE";"0.02";"18449,70000";"n/a";"n/a";"Finance"
"VALEC70";"VALE R DOCE";"0.01";"525,00000";"n/a";"n/a";"Finance"
"VALEC71";"VALE R DOCE";"0.12";"22368,77800";"n/a";"n/a";"Finance"
"VALEC72";"VALE R DOCE";"4.40";"880,00000";"n/a";"n/a";"Finance"
"VALED11";"VALE R DOCE";"5.32";"1064,00000";"n/a";"n/a";"Finance"
"VALED15";"VALE R DOCE";"1.90";"241974,79400";"n/a";"n/a";"Finance"
"VALED16";"VALE R DOCE";"1.23";"411266,11800";"n/a";"n/a";"Finance"
"VALED17";"VALE R DOCE";"0.70";"440305,84300";"n/a";"n/a";"Finance"
"VALED18";"VALE R DOCE";"0.37";"464143,92000";"n/a";"n/a";"Finance"
"VALED19";"VALE R DOCE";"0.17";"325644,25400";"n/a";"n/a";"Finance"
"VALED20";"VALE R DOCE";"0.09";"139418,00100";"n/a";"n/a";"Finance"
"VALED21";"VALE R DOCE";"0.04";"25479,45400";"n/a";"n/a";"Finance"
"VALED22";"VALE R DOCE";"0.03";"342,96800";"n/a";"n/a";"Finance"
"VALED23";"VALE R DOCE";"0.01";"1,00000";"n/a";"n/a";"Finance"
"VALED3";"VALE R DOCE";"2.75";"87330,16000";"n/a";"n/a";"Finance"
"VALED51";"VALE R DOCE";"0.03";"24,00000";"n/a";"n/a";"Finance"
"VALED52";"VALE R DOCE";"0.02";"50,00000";"n/a";"n/a";"Finance"
"VALED58";"VALE R DOCE";"0.51";"277078,00200";"n/a";"n/a";"Finance"
"VALED59";"VALE R DOCE";"0.25";"40867,34000";"n/a";"n/a";"Finance"
"VALED63";"VALE R DOCE";"3.11";"128050,54800";"n/a";"n/a";"Finance"
"VALED66";"VALE R DOCE";"0.91";"23898,00700";"n/a";"n/a";"Finance"
"VALED67";"VALE R DOCE";"0.12";"1932,00000";"n/a";"n/a";"Finance"
"VALEE12";"VALE R DOCE";"4.64";"1384,00000";"n/a";"n/a";"Finance"
"VALEE14";"VALE R DOCE";"2.81";"281,00000";"n/a";"n/a";"Finance"
"VALEE17";"VALE R DOCE";"0.92";"39702,02600";"n/a";"n/a";"Finance"
"VALEE18";"VALE R DOCE";"0.56";"65386,76000";"n/a";"n/a";"Finance"
"VALEE19";"VALE R DOCE";"0.31";"415,00000";"n/a";"n/a";"Finance"
"VALEE20";"VALE R DOCE";"0.19";"6615,33600";"n/a";"n/a";"Finance"
"VALEE21";"VALE R DOCE";"0.10";"735,94900";"n/a";"n/a";"Finance"
"VALEE22";"VALE R DOCE";"0.06";"351,01000";"n/a";"n/a";"Finance"
"VALEE44";"VALE R DOCE";"2.41";"241,00000";"n/a";"n/a";"Finance"
"VALEE50";"VALE R DOCE";"0.13";"130,00000";"n/a";"n/a";"Finance"
"VALEF17";"VALE R DOCE";"1.36";"544,00000";"n/a";"n/a";"Finance"
"VALEH51";"VALE R DOCE";"1.02";"34236,00000";"n/a";"n/a";"Finance"
"VALEH52";"VALE R DOCE";"0.40";"5960,00000";"n/a";"n/a";"Finance"
"VALEH91";"VALE R DOCE";"0.50";"32700,00000";"n/a";"n/a";"Finance"
"VALEO13";"VALE R DOCE";"0.01";"235,00000";"n/a";"n/a";"Finance"
"VALEO14";"VALE R DOCE";"0.03";"6065,11200";"n/a";"n/a";"Finance"
"VALEO15";"VALE R DOCE";"0.08";"163757,75600";"n/a";"n/a";"Finance"
"VALEO16";"VALE R DOCE";"0.27";"1290955,56000";"n/a";"n/a";"Finance"
"VALEO17";"VALE R DOCE";"0.78";"2066567,16300";"n/a";"n/a";"Finance"
"VALEO18";"VALE R DOCE";"1.65";"670873,41000";"n/a";"n/a";"Finance"
"VALEO19";"VALE R DOCE";"2.61";"92692,06200";"n/a";"n/a";"Finance"
"VALEO20";"VALE R DOCE";"3.55";"237130,12000";"n/a";"n/a";"Finance"
"VALEO24";"VALE R DOCE";"0.50";"221736,96000";"n/a";"n/a";"Finance"
"VALEO43";"VALE R DOCE";"0.01";"169,96000";"n/a";"n/a";"Finance"
"VALEO44";"VALE R DOCE";"0.05";"14055,23200";"n/a";"n/a";"Finance"
"VALEO45";"VALE R DOCE";"0.16";"32262,55000";"n/a";"n/a";"Finance"
"VALEO47";"VALE R DOCE";"1.20";"357912,64000";"n/a";"n/a";"Finance"
"VALEO68";"VALE R DOCE";"2.17";"105970,22500";"n/a";"n/a";"Finance"
"VALEO71";"VALE R DOCE";"1.00";"38384,01800";"n/a";"n/a";"Finance"
"VALEP11";"VALE R DOCE";"0.02";"210,00500";"n/a";"n/a";"Finance"
"VALEP12";"VALE R DOCE";"0.05";"265,00000";"n/a";"n/a";"Finance"
"VALEP15";"VALE R DOCE";"0.39";"53242,70300";"n/a";"n/a";"Finance"
"VALEP16";"VALE R DOCE";"0.73";"49685,66400";"n/a";"n/a";"Finance"
"VALEP17";"VALE R DOCE";"1.22";"104902,70000";"n/a";"n/a";"Finance"
"VALEP18";"VALE R DOCE";"1.84";"296825,92200";"n/a";"n/a";"Finance"
"VALEP19";"VALE R DOCE";"2.61";"2337,00000";"n/a";"n/a";"Finance"
"VALEP20";"VALE R DOCE";"3.52";"285230,66000";"n/a";"n/a";"Finance"
"VALEP21";"VALE R DOCE";"4.35";"4350,00000";"n/a";"n/a";"Finance"
"VALEP3";"VALE R DOCE";"0.21";"9855,18000";"n/a";"n/a";"Finance"
"VALEP58";"VALE R DOCE";"1.53";"250015,86900";"n/a";"n/a";"Finance"
"VALEP61";"VALE R DOCE";"0.03";"672,00000";"n/a";"n/a";"Finance"
"VALEP63";"VALE R DOCE";"0.15";"2250,00000";"n/a";"n/a";"Finance"
"VALEP64";"VALE R DOCE";"0.30";"27150,07600";"n/a";"n/a";"Finance"
"VALEP65";"VALE R DOCE";"0.51";"12728,02800";"n/a";"n/a";"Finance"
"VALEP66";"VALE R DOCE";"0.97";"5939,99500";"n/a";"n/a";"Finance"
"VALEQ17";"VALE R DOCE";"1.33";"23392,04300";"n/a";"n/a";"Finance"
"VALEQ18";"VALE R DOCE";"1.88";"16145,00000";"n/a";"n/a";"Finance"
"VALEQ19";"VALE R DOCE";"2.58";"4442,00000";"n/a";"n/a";"Finance"
"VALER18";"VALE R DOCE";"1.71";"28215,00000";"n/a";"n/a";"Finance"
"VALET18";"VALE R DOCE";"1.72";"170280,00000";"n/a";"n/a";"Finance"
"VALET44";"VALE R DOCE";"0.48";"16128,00000";"n/a";"n/a";"Finance"
"VALET86";"VALE R DOCE";"1.09";"71286,00000";"n/a";"n/a";"Finance"
"VALET87";"VALE R DOCE";"1.25";"18625,00000";"n/a";"n/a";"Finance"
"VALET88";"VALE R DOCE";"2.00";"29800,00000";"n/a";"n/a";"Finance"
"VIVR3";"VIVER";"0.07";"7567,89500";"n/a";"n/a";"Finance"
"VIVT3";"TELEF BRASIL";"40.60";"109938,03200";"n/a";"n/a";"Finance"
"VIVT3F";"TELEF BRASIL";"41.00";"8275,39040";"n/a";"n/a";"Finance"
"VIVT4";"TELEF BRASIL";"50.60";"18512985,26000";"n/a";"n/a";"Finance"
"VIVT4F";"TELEF BRASIL";"50.65";"48673,08780";"n/a";"n/a";"Finance"
"VIVTC4";"TELEF BRASIL";"9.15";"146400,00000";"n/a";"n/a";"Finance"
"VIVTD1";"TELEF BRASIL";"9.15";"146400,00000";"n/a";"n/a";"Finance"
"VLID3";"VALID";"40.52";"3866653,96000";"n/a";"n/a";"Finance"
"VLID3F";"VALID";"40.49";"23305,25729";"n/a";"n/a";"Finance"
"VRTA11";"FII FATOR VE";"113.98";"227948,06668";"n/a";"n/a";"Finance"
"VULC3";"VULCABRAS";"0.26";"1560,00000";"n/a";"n/a";"Finance"
"VVAR11";"VIA VAREJO";"16.70";"1715320,35200";"n/a";"n/a";"Finance"
"VVAR11F";"VIA VAREJO";"15.31";"5327,77993";"n/a";"n/a";"Finance"
"WEGE3";"WEG";"31.48";"15937843,07200";"n/a";"n/a";"Finance"
"WEGE3F";"WEG";"31.51";"19853,92079";"n/a";"n/a";"Finance"
"WFCO34";"WELLS FARGO";"168.30";"706860,00000";"n/a";"n/a";"Finance"
"WHRL3";"WHIRLPOOL";"3.80";"380,00000";"n/a";"n/a";"Finance"
"WHRL4";"WHIRLPOOL";"3.40";"33022,00000";"n/a";"n/a";"Finance"
"WHRL4F";"WHIRLPOOL";"3.55";"248,50000";"n/a";"n/a";"Finance"
"WPLZ11B";"WPLZ";"59.00";"48203,14820";"n/a";"n/a";"Finance"
"WSON33";"WSON";"28.70";"23145,00300";"n/a";"n/a";"Finance"
